button,timestamp,state
blue_button,2025-02-19 12:26:28.667882,1
blue_button,2025-02-19 12:26:28.769076,1
blue_button,2025-02-19 12:26:28.870728,1
blue_button,2025-02-19 12:26:28.971970,1
blue_button,2025-02-19 12:26:29.073069,1
blue_button,2025-02-19 12:26:29.174157,1
blue_button,2025-02-19 12:26:29.275196,1
blue_button,2025-02-19 12:26:29.376190,1
blue_button,2025-02-19 12:26:29.477178,0
blue_button,2025-02-19 12:26:29.578114,0
blue_button,2025-02-19 12:26:29.679040,1
blue_button,2025-02-19 12:26:29.779977,0
blue_button,2025-02-19 12:26:29.880878,0
blue_button,2025-02-19 12:26:29.981775,1
blue_button,2025-02-19 12:26:30.082673,1
blue_button,2025-02-19 12:26:30.183591,1
blue_button,2025-02-19 12:26:30.284511,1
blue_button,2025-02-19 12:26:30.385401,1
blue_button,2025-02-19 12:26:30.486276,1
blue_button,2025-02-19 12:26:30.587161,1
blue_button,2025-02-19 12:26:30.688022,1
blue_button,2025-02-19 12:26:30.789018,1
blue_button,2025-02-19 12:26:30.889939,1
blue_button,2025-02-19 12:26:30.990862,1
blue_button,2025-02-19 12:26:31.091755,0
blue_button,2025-02-19 12:26:31.192842,1
blue_button,2025-02-19 12:26:31.294112,1
blue_button,2025-02-19 12:26:31.395396,1
blue_button,2025-02-19 12:26:31.496648,1
blue_button,2025-02-19 12:26:31.597912,0
blue_button,2025-02-19 12:26:31.699238,1
blue_button,2025-02-19 12:26:31.800762,1
blue_button,2025-02-19 12:26:31.902200,0
blue_button,2025-02-19 12:26:32.003762,0
blue_button,2025-02-19 12:26:32.105187,1
blue_button,2025-02-19 12:26:32.206557,1
blue_button,2025-02-19 12:26:32.307899,1
blue_button,2025-02-19 12:26:32.409187,1
blue_button,2025-02-19 12:26:32.510474,1
blue_button,2025-02-19 12:26:32.614507,1
blue_button,2025-02-19 12:26:32.716812,1
blue_button,2025-02-19 12:26:32.818452,1
blue_button,2025-02-19 12:26:32.919658,0
blue_button,2025-02-19 12:26:33.020744,1
blue_button,2025-02-19 12:26:33.121793,1
blue_button,2025-02-19 12:26:33.222802,0
blue_button,2025-02-19 12:26:33.326531,0
blue_button,2025-02-19 12:26:33.430626,0
blue_button,2025-02-19 12:26:33.532197,0
blue_button,2025-02-19 12:26:33.633346,0
blue_button,2025-02-19 12:26:33.734454,0
